booking_id,property_id,booking_date,check_in_date,checkout_date,no_guests,room_category,booking_platform,ratings_given,booking_status,revenue_generated,revenue_realized
May022218559RT110,18559,2022-04-30,2022-05-02,2022-05-05,3,RT1,others,,Checked Out,7150,7150
May022218559RT111,18559,2022-04-28,2022-05-02,2022-05-03,2,RT1,makeyourtrip,,Cancelled,6500,2600
May022218559RT112,18559,2022-04-30,2022-05-02,2022-05-07,2,RT1,others,2.0,Checked Out,6500,6500
May022218559RT113,18559,2022-04-29,2022-05-02,2022-05-07,2,RT1,direct offline,2.0,Checked Out,6500,6500
May022218559RT114,18559,2022-04-27,2022-05-02,2022-05-03,3,RT1,others,1.0,Checked Out,7150,7150
May022218559RT115,18559,2022-04-29,2022-05-02,2022-05-08,2,RT1,journey,,Checked Out,6500,6500
May022218559RT116,18559,2022-04-26,2022-05-02,2022-05-03,2,RT1,journey,,Cancelled,6500,2600
May022218559RT117,18559,2022-04-25,2022-05-02,2022-05-08,3,RT1,others,3.0,Checked Out,7150,7150
May022218559RT21,18559,2022-04-30,2022-05-02,2022-05-05,2,RT2,makeyourtrip,1.0,Checked Out,9000,9000
May022218559RT22,18559,2022-04-28,2022-05-02,2022-05-03,2,RT2,direct offline,2.0,Checked Out,9000,9000
May022218559RT23,18559,2022-04-28,2022-05-02,2022-05-05,2,RT2,others,,Checked Out,9000,9000
May022218559RT24,18559,2022-04-28,2022-05-02,2022-05-04,2,RT2,others,,No Show,9000,9000
May022218559RT25,18559,2022-05-02,2022-05-02,2022-05-03,2,RT2,others,,Checked Out,9000,9000
May022218559RT26,18559,2022-04-12,2022-05-02,2022-05-03,2,RT2,journey,,Checked Out,9000,9000
May022218559RT27,18559,2022-04-12,2022-05-02,2022-05-04,4,RT2,others,,No Show,10800,10800
May022218559RT28,18559,2022-04-29,2022-05-02,2022-05-05,2,RT2,direct offline,,Cancelled,9000,3600
May022218559RT29,18559,2022-05-01,2022-05-02,2022-05-03,2,RT2,others,1.0,Checked Out,9000,9000
May022218559RT210,18559,2022-04-30,2022-05-02,2022-05-08,3,RT2,others,,Cancelled,9900,3960
May022218559RT211,18559,2022-05-02,2022-05-02,2022-05-08,2,RT2,logtrip,,Cancelled,9000,3600
May022218559RT212,18559,2022-04-30,2022-05-02,2022-05-07,4,RT2,direct online,2.0,Checked Out,10800,10800
May022218559RT213,18559,2022-04-27,2022-05-02,2022-05-08,2,RT2,logtrip,,Cancelled,9000,3600
May022218559RT214,18559,2022-04-29,2022-05-02,2022-05-04,3,RT2,makeyourtrip,3.0,Checked Out,9900,9900
May022218559RT215,18559,2022-04-30,2022-05-02,2022-05-03,2,RT2,journey,2.0,Checked Out,9000,9000
May022218559RT216,18559,2022-04-27,2022-05-02,2022-05-04,2,RT2,logtrip,2.0,Checked Out,9000,9000
May022218559RT217,18559,2022-04-29,2022-05-02,2022-05-07,3,RT2,others,2.0,Checked Out,9900,9900
May022218559RT218,18559,2022-04-26,2022-05-02,2022-05-06,2,RT2,others,,Checked Out,9000,9000
May022218559RT31,18559,2022-04-29,2022-05-02,2022-05-07,2,RT3,others,,Cancelled,12000,4800
May022218559RT32,18559,2022-04-29,2022-05-02,2022-05-03,1,RT3,logtrip,,Checked Out,12000,12000
May022218559RT33,18559,2022-04-30,2022-05-02,2022-05-03,2,RT3,others,,Checked Out,12000,12000
May022218559RT34,18559,2022-04-30,2022-05-02,2022-05-08,2,RT3,makeyourtrip,3.0,Checked Out,12000,12000
May022218559RT35,18559,2022-04-29,2022-05-02,2022-05-05,3,RT3,others,,Checked Out,13200,13200
May022218559RT36,18559,2022-04-28,2022-05-02,2022-05-03,3,RT3,others,,Checked Out,13200,13200
May022218559RT37,18559,2022-04-29,2022-05-02,2022-05-04,2,RT3,others,,Checked Out,12000,12000
May022218559RT38,18559,2022-04-28,2022-05-02,2022-05-04,2,RT3,others,4.0,Checked Out,12000,12000
May022218559RT39,18559,2022-04-26,2022-05-02,2022-05-06,2,RT3,others,2.0,Checked Out,12000,12000
May022218559RT41,18559,2022-04-11,2022-05-02,2022-05-04,4,RT4,journey,,No Show,22800,22800
May022218559RT42,18559,2022-04-29,2022-05-02,2022-05-07,2,RT4,direct online,,Cancelled,19000,7600
May022218559RT43,18559,2022-04-29,2022-05-02,2022-05-04,1,RT4,makeyourtrip,1.0,Checked Out,19000,19000
May022218559RT44,18559,2022-04-29,2022-05-02,2022-05-03,3,RT4,logtrip,,Cancelled,20900,8360
May022218559RT45,18559,2022-04-29,2022-05-02,2022-05-03,2,RT4,logtrip,2.0,Checked Out,19000,19000
May022218559RT46,18559,2022-04-08,2022-05-02,2022-05-05,6,RT4,logtrip,,Cancelled,26600,10640
May022218559RT47,18559,2022-04-28,2022-05-02,2022-05-04,6,RT4,others,,Checked Out,26600,26600
May022218559RT48,18559,2022-04-29,2022-05-02,2022-05-04,2,RT4,tripster,1.0,Checked Out,19000,19000
May022218559RT49,18559,2022-04-29,2022-05-02,2022-05-03,3,RT4,makeyourtrip,2.0,Checked Out,20900,20900
May022218560RT11,18560,2022-05-02,2022-05-02,2022-05-04,2,RT1,journey,5.0,Checked Out,6500,6500
May022218560RT12,18560,2022-05-01,2022-05-02,2022-05-06,1,RT1,others,,Cancelled,6500,2600
May022218560RT13,18560,2022-04-29,2022-05-02,2022-05-03,1,RT1,tripster,,Checked Out,6500,6500
May022218560RT14,18560,2022-05-01,2022-05-02,2022-05-05,1,RT1,others,,Cancelled,6500,2600
May022218560RT15,18560,2022-04-29,2022-05-02,2022-05-03,1,RT1,others,1.0,Checked Out,6500,6500
May022218560RT16,18560,2022-04-29,2022-05-02,2022-05-03,1,RT1,others,,Checked Out,6500,6500
May022218560RT17,18560,2022-05-02,2022-05-02,2022-05-06,2,RT1,direct online,,Checked Out,6500,6500
May022218560RT18,18560,2022-05-01,2022-05-02,2022-05-04,2,RT1,tripster,,Checked Out,6500,6500
May022218560RT19,18560,2022-05-02,2022-05-02,2022-05-06,1,RT1,others,2.0,Checked Out,6500,6500
May022218560RT110,18560,2022-05-02,2022-05-02,2022-05-03,1,RT1,direct online,5.0,Checked Out,6500,6500
May022218560RT111,18560,2022-05-02,2022-05-02,2022-05-06,4,RT1,logtrip,,Checked Out,7800,7800
May022218560RT112,18560,2022-05-01,2022-05-02,2022-05-03,1,RT1,others,,No Show,6500,6500
May022218560RT113,18560,2022-05-02,2022-05-02,2022-05-03,2,RT1,others,5.0,Checked Out,6500,6500
May022218560RT114,18560,2022-04-27,2022-05-02,2022-05-03,2,RT1,makeyourtrip,,Cancelled,6500,2600
May022218560RT115,18560,2022-05-02,2022-05-02,2022-05-03,1,RT1,others,,Checked Out,6500,6500
May022218560RT116,18560,2022-04-28,2022-05-02,2022-05-03,1,RT1,logtrip,,Cancelled,6500,2600
May022218560RT117,18560,2022-05-01,2022-05-02,2022-05-03,1,RT1,others,4.0,Checked Out,6500,6500
May022218560RT118,18560,2022-05-01,2022-05-02,2022-05-03,2,RT1,direct offline,,Cancelled,6500,2600
May022218560RT119,18560,2022-05-01,2022-05-02,2022-05-03,1,RT1,others,4.0,Checked Out,6500,6500
May022218560RT120,18560,2022-05-02,2022-05-02,2022-05-07,1,RT1,others,,Cancelled,6500,2600
May022218560RT121,18560,2022-05-01,2022-05-02,2022-05-03,2,RT1,others,5.0,Checked Out,6500,6500
May022218560RT21,18560,2022-05-02,2022-05-02,2022-05-03,1,RT2,logtrip,,Cancelled,9000,3600
May022218560RT22,18560,2022-04-25,2022-05-02,2022-05-03,1,RT2,others,,Cancelled,9000,3600
May022218560RT23,18560,2022-05-02,2022-05-02,2022-05-03,1,RT2,direct online,,Checked Out,9000,9000
May022218560RT24,18560,2022-05-01,2022-05-02,2022-05-04,1,RT2,others,,Cancelled,9000,3600
May022218560RT25,18560,2022-05-02,2022-05-02,2022-05-03,1,RT2,others,5.0,Checked Out,9000,9000
May022218560RT26,18560,2022-04-30,2022-05-02,2022-05-03,1,RT2,direct offline,4.0,Checked Out,9000,9000
May022218560RT27,18560,2022-05-01,2022-05-02,2022-05-03,1,RT2,direct offline,,Cancelled,9000,3600
May022218560RT28,18560,2022-05-01,2022-05-02,2022-05-05,1,RT2,others,3.0,Checked Out,9000,9000
May022218560RT29,18560,2022-05-01,2022-05-02,2022-05-03,1,RT2,journey,,Checked Out,9000,9000
May022218560RT210,18560,2022-05-02,2022-05-02,2022-05-04,1,RT2,direct offline,,Cancelled,9000,3600
May022218560RT211,18560,2022-05-02,2022-05-02,2022-05-04,1,RT2,others,5.0,Checked Out,9000,9000
May022218560RT212,18560,2022-05-02,2022-05-02,2022-05-06,1,RT2,makeyourtrip,,Cancelled,9000,3600
May022218560RT213,18560,2022-05-02,2022-05-02,2022-05-06,1,RT2,others,5.0,Checked Out,9000,9000
May022218560RT214,18560,2022-05-02,2022-05-02,2022-05-04,1,RT2,direct online,,Checked Out,9000,9000
May022218560RT215,18560,2022-04-27,2022-05-02,2022-05-05,2,RT2,makeyourtrip,,No Show,9000,9000
May022218560RT216,18560,2022-05-01,2022-05-02,2022-05-04,2,RT2,others,3.0,Checked Out,9000,9000
May022218560RT217,18560,2022-04-30,2022-05-02,2022-05-03,2,RT2,others,,Checked Out,9000,9000
May022218560RT218,18560,2022-05-02,2022-05-02,2022-05-03,1,RT2,logtrip,4.0,Checked Out,9000,9000
May022218560RT219,18560,2022-04-29,2022-05-02,2022-05-04,1,RT2,others,,Cancelled,9000,3600
May022218560RT220,18560,2022-04-30,2022-05-02,2022-05-04,1,RT2,direct offline,,Checked Out,9000,9000
May022218560RT221,18560,2022-05-01,2022-05-02,2022-05-04,3,RT2,others,5.0,Checked Out,9900,9900
May022218560RT222,18560,2022-04-30,2022-05-02,2022-05-03,2,RT2,makeyourtrip,5.0,Checked Out,9000,9000
May022218560RT223,18560,2022-04-29,2022-05-02,2022-05-03,1,RT2,others,5.0,Checked Out,9000,9000
May022218560RT224,18560,2022-05-02,2022-05-02,2022-05-03,1,RT2,others,5.0,Checked Out,9000,9000
May022218560RT225,18560,2022-05-02,2022-05-02,2022-05-03,1,RT2,others,3.0,Checked Out,9000,9000
May022218560RT226,18560,2022-05-02,2022-05-02,2022-05-05,2,RT2,others,,Checked Out,9000,9000
May022218560RT31,18560,2022-05-02,2022-05-02,2022-05-03,1,RT3,direct offline,,Checked Out,12000,12000
May022218560RT32,18560,2022-05-01,2022-05-02,2022-05-03,1,RT3,logtrip,5.0,Checked Out,12000,12000
May022218560RT33,18560,2022-05-01,2022-05-02,2022-05-03,1,RT3,others,5.0,Checked Out,12000,12000
May022218560RT34,18560,2022-05-02,2022-05-02,2022-05-03,1,RT3,makeyourtrip,1.0,Checked Out,12000,12000
May022218560RT35,18560,2022-05-02,2022-05-02,2022-05-03,2,RT3,others,1.0,Checked Out,12000,12000
May022218560RT36,18560,2022-05-02,2022-05-02,2022-05-04,1,RT3,direct online,,Checked Out,12000,12000
May022218560RT37,18560,2022-05-02,2022-05-02,2022-05-04,1,RT3,direct online,5.0,Checked Out,12000,12000
May022218560RT38,18560,2022-04-29,2022-05-02,2022-05-04,1,RT3,others,,Checked Out,12000,12000
May022218560RT39,18560,2022-05-01,2022-05-02,2022-05-06,3,RT3,makeyourtrip,4.0,Checked Out,13200,13200
May022218560RT310,18560,2022-04-29,2022-05-02,2022-05-03,4,RT3,others,3.0,Checked Out,14400,14400
May022218560RT311,18560,2022-04-26,2022-05-02,2022-05-03,1,RT3,others,3.0,Checked Out,12000,12000
May022218560RT312,18560,2022-04-30,2022-05-02,2022-05-03,2,RT3,others,5.0,Checked Out,12000,12000
May022218560RT313,18560,2022-05-01,2022-05-02,2022-05-06,3,RT3,others,,Checked Out,13200,13200
May022218560RT314,18560,2022-05-02,2022-05-02,2022-05-03,3,RT3,others,4.0,Checked Out,13200,13200
May022218560RT41,18560,2022-05-02,2022-05-02,2022-05-06,1,RT4,others,,Checked Out,19000,19000
May022218560RT42,18560,2022-05-01,2022-05-02,2022-05-03,4,RT4,journey,5.0,Checked Out,22800,22800
May022218560RT43,18560,2022-05-01,2022-05-02,2022-05-03,4,RT4,direct online,5.0,Checked Out,22800,22800
May022218560RT44,18560,2022-04-29,2022-05-02,2022-05-03,1,RT4,others,,Checked Out,19000,19000
May022218560RT45,18560,2022-05-02,2022-05-02,2022-05-03,1,RT4,makeyourtrip,,Cancelled,19000,7600
May022218560RT46,18560,2022-05-01,2022-05-02,2022-05-03,1,RT4,tripster,1.0,Checked Out,19000,19000
May022218560RT47,18560,2022-04-30,2022-05-02,2022-05-03,1,RT4,others,5.0,Checked Out,19000,19000
May022218560RT48,18560,2022-05-02,2022-05-02,2022-05-03,1,RT4,makeyourtrip,,Checked Out,19000,19000
May022218560RT49,18560,2022-04-29,2022-05-02,2022-05-03,1,RT4,logtrip,5.0,Checked Out,19000,19000
May022218560RT410,18560,2022-05-02,2022-05-02,2022-05-03,4,RT4,makeyourtrip,5.0,Checked Out,22800,22800
May022218560RT411,18560,2022-05-02,2022-05-02,2022-05-03,1,RT4,others,,No Show,19000,19000
May022218561RT11,18561,2022-05-01,2022-05-02,2022-05-03,2,RT1,makeyourtrip,,Cancelled,6500,2600
May022218561RT12,18561,2022-04-30,2022-05-02,2022-05-03,3,RT1,others,5.0,Checked Out,7150,7150
May022218561RT13,18561,2022-04-29,2022-05-02,2022-05-05,1,RT1,direct online,,No Show,6500,6500
May022218561RT14,18561,2022-04-11,2022-05-02,2022-05-05,2,RT1,makeyourtrip,,Checked Out,6500,6500
May022218561RT15,18561,2022-04-28,2022-05-02,2022-05-03,3,RT1,others,5.0,Checked Out,7150,7150
May022218561RT16,18561,2022-04-26,2022-05-02,2022-05-03,2,RT1,others,1.0,Checked Out,6500,6500
May022218561RT17,18561,2022-04-29,2022-05-02,2022-05-03,2,RT1,others,5.0,Checked Out,6500,6500
May022218561RT18,18561,2022-04-30,2022-05-02,2022-05-08,4,RT1,others,5.0,Checked Out,7800,7800
May022218561RT19,18561,2022-04-28,2022-05-02,2022-05-04,1,RT1,logtrip,,Checked Out,6500,6500
May022218561RT110,18561,2022-04-29,2022-05-02,2022-05-08,2,RT1,direct online,5.0,Checked Out,6500,6500
May022218561RT111,18561,2022-04-26,2022-05-02,2022-05-04,2,RT1,others,,No Show,6500,6500
May022218561RT112,18561,2022-04-28,2022-05-02,2022-05-07,2,RT1,logtrip,5.0,Checked Out,6500,6500
May022218561RT113,18561,2022-04-26,2022-05-02,2022-05-07,2,RT1,makeyourtrip,5.0,Checked Out,6500,6500
May022218561RT114,18561,2022-05-02,2022-05-02,2022-05-07,2,RT1,others,,Cancelled,6500,2600
May022218561RT115,18561,2022-05-01,2022-05-02,2022-05-08,1,RT1,others,,Cancelled,6500,2600
May022218561RT116,18561,2022-04-30,2022-05-02,2022-05-03,1,RT1,makeyourtrip,,Checked Out,6500,6500
May022218561RT117,18561,2022-04-29,2022-05-02,2022-05-04,1,RT1,logtrip,,Checked Out,6500,6500
May022218561RT118,18561,2022-05-02,2022-05-02,2022-05-06,2,RT1,logtrip,3.0,Checked Out,6500,6500
May022218561RT119,18561,2022-04-29,2022-05-02,2022-05-03,1,RT1,makeyourtrip,,Cancelled,6500,2600
May022218561RT120,18561,2022-04-29,2022-05-02,2022-05-06,2,RT1,others,5.0,Checked Out,6500,6500
May022218561RT121,18561,2022-04-30,2022-05-02,2022-05-06,2,RT1,others,,Checked Out,6500,6500
May022218561RT122,18561,2022-04-27,2022-05-02,2022-05-03,3,RT1,direct online,5.0,Checked Out,7150,7150
May022218561RT123,18561,2022-04-27,2022-05-02,2022-05-08,3,RT1,others,5.0,Checked Out,7150,7150
May022218561RT124,18561,2022-04-26,2022-05-02,2022-05-08,3,RT1,logtrip,,Checked Out,7150,7150
May022218561RT21,18561,2022-04-25,2022-05-02,2022-05-07,4,RT2,others,,Cancelled,10800,4320
May022218561RT22,18561,2022-04-30,2022-05-02,2022-05-03,2,RT2,makeyourtrip,,Cancelled,9000,3600
May022218561RT23,18561,2022-04-30,2022-05-02,2022-05-06,3,RT2,others,,No Show,9900,9900
May022218561RT24,18561,2022-04-26,2022-05-02,2022-05-03,1,RT2,others,4.0,Checked Out,9000,9000
May022218561RT25,18561,2022-04-25,2022-05-02,2022-05-03,4,RT2,others,4.0,Checked Out,10800,10800
May022218561RT26,18561,2022-04-30,2022-05-02,2022-05-03,2,RT2,others,,Cancelled,9000,3600
May022218561RT27,18561,2022-04-28,2022-05-02,2022-05-03,2,RT2,others,,Cancelled,9000,3600
May022218561RT28,18561,2022-04-27,2022-05-02,2022-05-07,2,RT2,others,,Cancelled,9000,3600
May022218561RT29,18561,2022-04-30,2022-05-02,2022-05-07,2,RT2,others,,Cancelled,9000,3600
May022218561RT210,18561,2022-04-12,2022-05-02,2022-05-03,2,RT2,others,4.0,Checked Out,9000,9000
May022218561RT211,18561,2022-04-27,2022-05-02,2022-05-03,3,RT2,others,4.0,Checked Out,9900,9900
May022218561RT212,18561,2022-05-01,2022-05-02,2022-05-04,1,RT2,logtrip,4.0,Checked Out,9000,9000
May022218561RT213,18561,2022-04-30,2022-05-02,2022-05-07,2,RT2,others,,Checked Out,9000,9000
May022218561RT214,18561,2022-04-26,2022-05-02,2022-05-05,3,RT2,others,5.0,Checked Out,9900,9900
May022218561RT215,18561,2022-04-30,2022-05-02,2022-05-07,3,RT2,others,5.0,Checked Out,9900,9900
May022218561RT216,18561,2022-05-01,2022-05-02,2022-05-04,3,RT2,others,,Checked Out,9900,9900
May022218561RT217,18561,2022-04-30,2022-05-02,2022-05-08,2,RT2,direct online,5.0,Checked Out,9000,9000
May022218561RT218,18561,2022-04-28,2022-05-02,2022-05-03,3,RT2,logtrip,,Cancelled,9900,3960
May022218561RT219,18561,2022-04-26,2022-05-02,2022-05-08,2,RT2,others,,Checked Out,9000,9000
May022218561RT220,18561,2022-04-27,2022-05-02,2022-05-03,1,RT2,journey,5.0,Checked Out,9000,9000
May022218561RT221,18561,2022-04-27,2022-05-02,2022-05-08,4,RT2,makeyourtrip,,Checked Out,10800,10800
May022218561RT222,18561,2022-04-25,2022-05-02,2022-05-03,2,RT2,direct offline,5.0,Checked Out,9000,9000
May022218561RT223,18561,2022-04-27,2022-05-02,2022-05-04,2,RT2,others,,Cancelled,9000,3600
May022218561RT224,18561,2022-04-27,2022-05-02,2022-05-07,1,RT2,others,,Cancelled,9000,3600
May022218561RT225,18561,2022-04-27,2022-05-02,2022-05-05,2,RT2,makeyourtrip,2.0,Checked Out,9000,9000
May022218561RT31,18561,2022-04-30,2022-05-02,2022-05-08,2,RT3,logtrip,3.0,Checked Out,12000,12000
May022218561RT32,18561,2022-04-28,2022-05-02,2022-05-03,2,RT3,others,,Cancelled,12000,4800
May022218561RT33,18561,2022-04-26,2022-05-02,2022-05-03,1,RT3,logtrip,4.0,Checked Out,12000,12000
May022218561RT34,18561,2022-04-30,2022-05-02,2022-05-04,2,RT3,others,3.0,Checked Out,12000,12000
May022218561RT35,18561,2022-04-26,2022-05-02,2022-05-03,2,RT3,direct online,,Cancelled,12000,4800
May022218561RT36,18561,2022-04-30,2022-05-02,2022-05-03,2,RT3,logtrip,,Checked Out,12000,12000
May022218561RT37,18561,2022-05-02,2022-05-02,2022-05-08,2,RT3,others,,Checked Out,12000,12000
May022218561RT38,18561,2022-04-29,2022-05-02,2022-05-05,5,RT3,journey,,Checked Out,15600,15600
May022218561RT39,18561,2022-04-29,2022-05-02,2022-05-03,1,RT3,tripster,5.0,Checked Out,12000,12000
May022218561RT310,18561,2022-04-30,2022-05-02,2022-05-07,2,RT3,logtrip,,Checked Out,12000,12000
May022218561RT311,18561,2022-04-11,2022-05-02,2022-05-04,3,RT3,tripster,,Checked Out,13200,13200
May022218561RT312,18561,2022-04-28,2022-05-02,2022-05-07,2,RT3,logtrip,,Checked Out,12000,12000
May022218561RT313,18561,2022-05-02,2022-05-02,2022-05-03,3,RT3,makeyourtrip,,Checked Out,13200,13200
May022218561RT314,18561,2022-04-29,2022-05-02,2022-05-03,2,RT3,logtrip,,Checked Out,12000,12000
May022218561RT315,18561,2022-05-01,2022-05-02,2022-05-08,3,RT3,makeyourtrip,,Cancelled,13200,5280
May022218561RT316,18561,2022-04-30,2022-05-02,2022-05-08,2,RT3,makeyourtrip,3.0,Checked Out,12000,12000
May022218561RT317,18561,2022-04-29,2022-05-02,2022-05-08,2,RT3,makeyourtrip,5.0,Checked Out,12000,12000
May022218561RT318,18561,2022-04-28,2022-05-02,2022-05-03,2,RT3,makeyourtrip,5.0,Checked Out,12000,12000
May022218561RT41,18561,2022-05-01,2022-05-02,2022-05-04,2,RT4,others,5.0,Checked Out,19000,19000
May022218561RT42,18561,2022-04-30,2022-05-02,2022-05-05,6,RT4,makeyourtrip,,Cancelled,26600,10640
May022218561RT43,18561,2022-04-30,2022-05-02,2022-05-07,1,RT4,others,5.0,Checked Out,19000,19000
May022218561RT44,18561,2022-05-01,2022-05-02,2022-05-04,5,RT4,makeyourtrip,,Checked Out,24700,24700
May022218561RT45,18561,2022-04-30,2022-05-02,2022-05-03,1,RT4,others,,Cancelled,19000,7600
May022218562RT11,18562,2022-05-02,2022-05-02,2022-05-03,1,RT1,tripster,,Checked Out,6500,6500
May022218562RT12,18562,2022-04-29,2022-05-02,2022-05-04,2,RT1,makeyourtrip,1.0,Checked Out,6500,6500
May022218562RT13,18562,2022-04-27,2022-05-02,2022-05-07,2,RT1,direct online,5.0,Checked Out,6500,6500
May022218562RT14,18562,2022-04-30,2022-05-02,2022-05-06,2,RT1,direct online,,Checked Out,6500,6500
May022218562RT15,18562,2022-04-29,2022-05-02,2022-05-05,2,RT1,direct online,,No Show,6500,6500
May022218562RT16,18562,2022-04-30,2022-05-02,2022-05-07,1,RT1,makeyourtrip,5.0,Checked Out,6500,6500
May022218562RT17,18562,2022-04-25,2022-05-02,2022-05-05,2,RT1,logtrip,,Checked Out,6500,6500
May022218562RT18,18562,2022-04-30,2022-05-02,2022-05-03,2,RT1,direct online,5.0,Checked Out,6500,6500
May022218562RT19,18562,2022-04-28,2022-05-02,2022-05-08,3,RT1,others,,Cancelled,7150,2860
May022218562RT110,18562,2022-04-29,2022-05-02,2022-05-03,2,RT1,logtrip,,Checked Out,6500,6500
May022218562RT111,18562,2022-05-01,2022-05-02,2022-05-03,2,RT1,others,,Checked Out,6500,6500
May022218562RT112,18562,2022-04-28,2022-05-02,2022-05-03,2,RT1,others,5.0,Checked Out,6500,6500
May022218562RT113,18562,2022-04-29,2022-05-02,2022-05-03,2,RT1,journey,4.0,Checked Out,6500,6500
May022218562RT114,18562,2022-04-29,2022-05-02,2022-05-03,2,RT1,others,,Checked Out,6500,6500
May022218562RT115,18562,2022-04-25,2022-05-02,2022-05-03,3,RT1,makeyourtrip,5.0,Checked Out,7150,7150
May022218562RT116,18562,2022-04-11,2022-05-02,2022-05-04,2,RT1,journey,,Cancelled,6500,2600
May022218562RT117,18562,2022-04-25,2022-05-02,2022-05-03,3,RT1,logtrip,,Checked Out,7150,7150
May022218562RT118,18562,2022-04-29,2022-05-02,2022-05-04,2,RT1,direct online,3.0,Checked Out,6500,6500
May022218562RT119,18562,2022-04-30,2022-05-02,2022-05-05,2,RT1,others,2.0,Checked Out,6500,6500
May022218562RT120,18562,2022-04-30,2022-05-02,2022-05-03,2,RT1,others,5.0,Checked Out,6500,6500
May022218562RT121,18562,2022-05-02,2022-05-02,2022-05-08,1,RT1,others,5.0,Checked Out,6500,6500
May022218562RT122,18562,2022-04-30,2022-05-02,2022-05-07,2,RT1,makeyourtrip,,Cancelled,6500,2600
May022218562RT21,18562,2022-04-28,2022-05-02,2022-05-04,2,RT2,others,,Cancelled,9000,3600
May022218562RT22,18562,2022-04-30,2022-05-02,2022-05-04,2,RT2,others,5.0,Checked Out,9000,9000
May022218562RT23,18562,2022-04-27,2022-05-02,2022-05-06,2,RT2,others,,Checked Out,9000,9000
May022218562RT24,18562,2022-05-01,2022-05-02,2022-05-04,2,RT2,tripster,,Checked Out,9000,9000
May022218562RT25,18562,2022-04-28,2022-05-02,2022-05-04,2,RT2,makeyourtrip,,Cancelled,9000,3600
May022218562RT26,18562,2022-04-30,2022-05-02,2022-05-03,2,RT2,direct online,1.0,Checked Out,9000,9000
May022218562RT27,18562,2022-05-02,2022-05-02,2022-05-04,1,RT2,logtrip,4.0,Checked Out,9000,9000
May022218562RT28,18562,2022-04-28,2022-05-02,2022-05-04,2,RT2,makeyourtrip,5.0,Checked Out,9000,9000
May022218562RT29,18562,2022-04-30,2022-05-02,2022-05-06,1,RT2,others,,No Show,9000,9000
May022218562RT210,18562,2022-04-12,2022-05-02,2022-05-03,1,RT2,others,,Cancelled,9000,3600
May022218562RT211,18562,2022-04-27,2022-05-02,2022-05-03,1,RT2,others,,Cancelled,9000,3600
May022218562RT212,18562,2022-05-01,2022-05-02,2022-05-05,3,RT2,others,,Cancelled,9900,3960
May022218562RT213,18562,2022-04-30,2022-05-02,2022-05-05,2,RT2,makeyourtrip,,Checked Out,9000,9000
May022218562RT214,18562,2022-04-27,2022-05-02,2022-05-03,4,RT2,others,,Checked Out,10800,10800
May022218562RT215,18562,2022-04-08,2022-05-02,2022-05-03,2,RT2,direct offline,,Checked Out,9000,9000
May022218562RT216,18562,2022-04-26,2022-05-02,2022-05-03,2,RT2,others,,Cancelled,9000,3600
May022218562RT217,18562,2022-04-29,2022-05-02,2022-05-06,2,RT2,direct online,5.0,Checked Out,9000,9000
May022218562RT31,18562,2022-04-30,2022-05-02,2022-05-04,2,RT3,tripster,,Cancelled,12000,4800
May022218562RT32,18562,2022-04-26,2022-05-02,2022-05-07,2,RT3,journey,,Cancelled,12000,4800
May022218562RT33,18562,2022-04-30,2022-05-02,2022-05-03,2,RT3,makeyourtrip,4.0,Checked Out,12000,12000
May022218562RT34,18562,2022-04-11,2022-05-02,2022-05-08,1,RT3,others,,Cancelled,12000,4800
May022218562RT35,18562,2022-05-01,2022-05-02,2022-05-03,3,RT3,tripster,,Cancelled,13200,5280
May022218562RT36,18562,2022-04-30,2022-05-02,2022-05-04,4,RT3,others,3.0,Checked Out,14400,14400
May022218562RT37,18562,2022-04-26,2022-05-02,2022-05-03,5,RT3,journey,,Checked Out,15600,15600
May022218562RT38,18562,2022-04-28,2022-05-02,2022-05-07,2,RT3,makeyourtrip,,Cancelled,12000,4800
May022218562RT39,18562,2022-04-26,2022-05-02,2022-05-04,2,RT3,makeyourtrip,5.0,Checked Out,12000,12000
May022218562RT310,18562,2022-04-11,2022-05-02,2022-05-03,4,RT3,journey,5.0,Checked Out,14400,14400
May022218562RT311,18562,2022-04-28,2022-05-02,2022-05-05,2,RT3,others,5.0,Checked Out,12000,12000
May022218562RT312,18562,2022-04-29,2022-05-02,2022-05-07,2,RT3,journey,,Cancelled,12000,4800
May022218562RT313,18562,2022-04-30,2022-05-02,2022-05-03,2,RT3,others,,Cancelled,12000,4800
May022218562RT314,18562,2022-04-26,2022-05-02,2022-05-04,2,RT3,others,,Checked Out,12000,12000
May022218562RT315,18562,2022-04-26,2022-05-02,2022-05-04,2,RT3,direct offline,5.0,Checked Out,12000,12000
May022218562RT316,18562,2022-04-30,2022-05-02,2022-05-07,4,RT3,makeyourtrip,,No Show,14400,14400
May022218562RT317,18562,2022-04-30,2022-05-02,2022-05-03,3,RT3,journey,,Cancelled,13200,5280
May022218562RT318,18562,2022-05-02,2022-05-02,2022-05-03,2,RT3,journey,,Cancelled,12000,4800
May022218562RT41,18562,2022-05-02,2022-05-02,2022-05-03,5,RT4,makeyourtrip,4.0,Checked Out,24700,24700
May022218562RT42,18562,2022-04-30,2022-05-02,2022-05-04,2,RT4,makeyourtrip,,Checked Out,19000,19000
May022218562RT43,18562,2022-05-01,2022-05-02,2022-05-03,2,RT4,direct online,,Cancelled,19000,7600
